url,title,price,brand,description,image_url,scraped_at,spec_Bàn_Phím,spec_Bảo_hành,spec_CPU,spec_Camera,spec_Card_màn_hình,spec_Chất_liệu_vỏ,spec_Cổng_kết_nối,spec_Hệ_điều_hành,spec_Kích_thước,spec_Kết_nối_không_dây,spec_Pin,spec_Ram,spec_Sạc,spec_Trọng_lượng,spec_Tình_trạng,spec_Độ_phân_giải,spec_Ổ_cứng
https://sazo.vn/products/thinkbook-16p-2025-32k-ultra-9-275hx-32gb-ram-1tb-ssd-rtx-5070,ThinkBook 16P 2025 3.2k (Ultra 9-275HX| 32GB RAM| 1TB SSD| RTX 5070),"53,500,000₫",Lenovo,,,2025-08-01 18:51:21,"Full size, có led phím",12 tháng,"Intel Core Ultra 9 275HX (24 nhân (gồm 8 nhân P và 16 nhân E) 24 luồng, xung nhịp cơ bản từ 2.1GHz có thể đạt max với turbo boost lên tới 5.4GHz, 36MB Cache)",FHD IR camera,Intel® Graphics + NVIDIA® GeForce RTX 5070 Laptop GPU 8GB GDDR7,Kim loại,"2x cổng USB-A 3.2 Gen 1;, 1x cổng USB-A 3.2 Gen 2;, 2x cổng Thunderbolt 4;, 1x HDMI 2.1,, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x SD Card,",Windows 11 Home,354.6 x 256.2 x 17.9mm,Wifi 7 + Bluetooth 5.4,85whr,32GB(16+16) DDR5-5600MHz (hỗ trợ nâng cấp),300W,~2.2 kg,"Mới 100% - FullBox, nhập khẩu","16″ 3.2K (3200×2000) IPS, màn nhám không cảm ứng, tỷ lệ khung hình 16:10, độ sáng 500nits, tần số quét 165Hz, 100% DCI-P3, chỉ số DeltaE <1, TÜV Low Blue Light, Eyesafe Display",1TB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/thinkbook-16p-2025-25k-ultra-9-275hx-32gb-ram-1tb-ssd-rtx-5070,ThinkBook 16P 2025 2.5k (Ultra 9-275HX| 32GB RAM| 1TB SSD| RTX 5070),"52,500,000₫",Lenovo,,,2025-08-01 18:51:21,"Full size, có led phím",12 tháng,"Intel Core Ultra 9 275HX (24 nhân (gồm 8 nhân P và 16 nhân E) 24 luồng, xung nhịp cơ bản từ 2.1GHz có thể đạt max với turbo boost lên tới 5.4GHz, 36MB Cache)",FHD IR camera,Intel® Graphics + NVIDIA® GeForce RTX 5070 Laptop GPU 8GB GDDR7,Kim loại,"2x cổng USB-A 3.2 Gen 1;, 1x cổng USB-A 3.2 Gen 2;, 2x cổng Thunderbolt 4;, 1x HDMI 2.1,, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x SD Card,",Windows 11 Home,354.6 x 256.2 x 17.9mm,Wifi 7 + Bluetooth 5.4,85whr,32GB(16+16) DDR5-5600MHz (hỗ trợ nâng cấp),300W,~2.2 kg,"Mới 100% - FullBox, nhập khẩu","16″ 2.5K (2560×1600) IPS, màn nhám không cảm ứng, tỷ lệ khung hình 16:10, độ sáng 500nits, tần số quét 240Hz, 100% DCI-P3, chỉ số DeltaE <1, TÜV Low Blue Light, Eyesafe Display, HDR 400",1TB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/thinkbook-16p-2025-32k-ultra-9-275hx-32gb-ram-1tb-ssd-rtx-5060,ThinkBook 16P 2025 3.2k (Ultra 9-275HX| 32GB RAM| 1TB SSD| RTX 5060),"48,000,000₫",Lenovo,,,2025-08-01 18:51:23,"Full size, có led phím",12 tháng,"Intel Core Ultra 9 275HX (24 nhân (gồm 8 nhân P và 16 nhân E) 24 luồng, xung nhịp cơ bản từ 2.1GHz có thể đạt max với turbo boost lên tới 5.4GHz, 36MB Cache)",FHD IR camera,Intel® Graphics + NVIDIA® GeForce RTX 5060 Laptop GPU 8GB GDDR7,Kim loại,"2x cổng USB-A 3.2 Gen 1;, 1x cổng USB-A 3.2 Gen 2;, 2x cổng Thunderbolt 4;, 1x HDMI 2.1,, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x SD Card,",Windows 11 Home,354.6 x 256.2 x 17.9mm,Wifi 7 + Bluetooth 5.4,85whr,32GB(16+16) DDR5-5600MHz (hỗ trợ nâng cấp),300W,~2.2 kg,"Mới 100% - FullBox, nhập khẩu","16″ 3.2K (3200×2000) IPS, màn nhám không cảm ứng, tỷ lệ khung hình 16:10, độ sáng 500nits, tần số quét 165Hz, 100% DCI-P3, chỉ số DeltaE <1, TÜV Low Blue Light, Eyesafe Display",1TB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/thinkbook-16p-2025-25k-ultra-9-275hx-32gb-ram-1tb-ssd-rtx-5060,ThinkBook 16P 2025 2.5k (Ultra 9-275HX| 32GB RAM| 1TB SSD| RTX 5060),"46,000,000₫",Lenovo,,,2025-08-01 18:51:25,"Full size, có led phím",12 tháng,"Intel Core Ultra 9 275HX (24 nhân (gồm 8 nhân P và 16 nhân E) 24 luồng, xung nhịp cơ bản từ 2.1GHz có thể đạt max với turbo boost lên tới 5.4GHz, 36MB Cache)",FHD IR camera,Intel® Graphics + NVIDIA® GeForce RTX 5060 Laptop GPU 8GB GDDR7,Kim loại,"2x cổng USB-A 3.2 Gen 1;, 1x cổng USB-A 3.2 Gen 2;, 2x cổng Thunderbolt 4;, 1x HDMI 2.1,, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x SD Card,",Windows 11 Home,354.6 x 256.2 x 17.9mm,Wifi 7 + Bluetooth 5.4,85whr,32GB(16+16) DDR5-5600MHz (hỗ trợ nâng cấp),300W,~2.2 kg,"Mới 100% - FullBox, nhập khẩu","16″ 2.5K (2560×1600) IPS, màn nhám không cảm ứng, tỷ lệ khung hình 16:10, độ sáng 500nits, tần số quét 240Hz, 100% DCI-P3, chỉ số DeltaE <1, TÜV Low Blue Light, Eyesafe Display, HDR 400",1TB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/thinkpad-t14p-ai-2025-ultra-9-285h-32gb-ram-1tb-ssd,ThinkPad T14P AI 2025 (Ultra 9-285H| 32GB RAM| 1TB SSD),"34,000,000₫",Lenovo,,,2025-08-01 18:51:26,Đèn nền trắng,12 tháng,"Intel® Core™ Ultra 9 285H (16 nhân, 16 luồng, xung nhịp có thể đạt tới 5.4GHz với turbo boost, 24 MB Intel® Smart Cache) Intel AI Boost",FullHD IR camera,Intel® Arc™ 130T (onboard),Nhôm,"2x USB-C® Thunderbolt™ 4, 2x USB-A 3.2 Gen 1, 1x HDMI® 2.1, 1x Headphone / mic combo, 1x RJ45",Windows 11 Home,325.5 x 227.6 x 17.7 mm,Wifi 7 + Bluetooth 5.4,75wh,32GB(16+16) DDR5-5600MHz (có thể nâng cấp được),65W,~1.56 kg,"Mới 100% - FullBox, nhập khẩu","14.5"" (3k) IPS, 500nit, 120Hz, 100% DCI-P3, Eyesafe®-certified low blue light, ΔE<1",1TB PCIe® Gen4 NVMe™ TLC M.2 SSD
https://sazo.vn/products/legion-pro-7i-2025-y9000p-ultra-9-275hx-32gb-ram-1tb-ssd-rtx-5070ti,Legion Pro 7i 2025 Y9000P (Ultra 9-275HX| 32GB RAM| 1TB SSD| RTX 5070Ti),"65,000,000₫",Lenovo,,,2025-08-01 18:51:28,"Full size, có led phím RGB",12 tháng,"Intel Core Ultra 9 275HX (24 nhân (gồm 8 nhân P và 16 nhân E) 24 luồng, xung nhịp cơ bản từ 2.1GHz có thể đạt max với turbo boost lên tới 5.4GHz, 36MB Cache)",HD camera,Intel® Graphics + NVIDIA® GeForce RTX 5070Ti Laptop GPU 12GB GDDR7,Kim loại,"2x cổng USB-A 3.2 Gen 1 (5Gbps);, 1x cổng USB-A 3.2 Gen 2 (10Gbps);, 1x cổng Thunderbolt 4 (USB4 40Gbps + iGPU DP 2.1),, 1x cổng USB-C 3.2 Gen 2 (10Gbps + dGPU DP 2.1 + 140W PD 3.0);, 1x HDMI 2.1 (48Gbps),, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x công tắc E-camera,, 1x cổng LAN",Windows 11 Home,36.4 x 27.5 x 2.19-2.66 cm,Wifi 7 + Bluetooth 5.4,80wh,32GB DDR5-6400MHz (hỗ trợ nâng cấp),400W,~2.57 kg,"Mới 100% - FullBox, nhập khẩu","16"" 2.5K (2560x1600) OLED màn gương, không cảm ứng, độ sáng 1100nits, độ phủ màu 100% DCI-P3, tỷ lệ tương phản 1000,000:1, tỷ lệ khung hình 16:10, tần số quét 240Hz, DisplayHDR™ True Black 1000, Dolby Vision®, NVIDIA® G-SYNC®, Advanced Optimus support",1TB PCIe® 4.0 x4 NVME SSD(1 x PCIe Gen4 + 1 x PCIe Gen5)
https://sazo.vn/products/xiaoxin-pro-14c-2025-ai-7-h-350-32gb-ram-1tb-ssdlenovo-ideapad-slim-5,Xiaoxin Pro 14c 2025 (AI 7 H 350| 32GB RAM| 1TB SSD)(Lenovo IdeaPad Slim 5),"21,490,000₫",Lenovo,,,2025-08-01 18:51:30,"Rút gọn, led trắng",12 tháng,"AMD Ryzen AI 7 H 350 (8 nhân 16 luồng, xung nhịp cơ bản ~2GHz, tối đa có thể đạt ~5GHz, 8MB L2 Cache, 16MB L3 Cache, default TDP 28W, 4nm, Zen 5)",FHD camera,AMD Radeon™ 860M,Kim loại,"2x USB-A , 2x USB type C, 1x HDMI® 2.0 , 1x jack tai Nghe 3.5mm, 1x khe đọc ghi thẻ microSD",Windows 11 Home,31.2 x 22.1 x 1.55 cm,Wifi 7 + Bluetooth 5.4,60wh,32GB DDR5-5600Mhz (có hỗ trợ nâng cấp),100W,1.39 kg,"Mới 100% - FullBox, nhập khẩu","14″ 2.8K (2880x1800) OLED, màn gương, không cảm ứng, tần số quét màn 120Hz, tỷ lệ khung hình 16:10, độ sáng hãng công bố có thể đạt tới tận 1100nits, Chỉ số Delta E <1, độ phủ màu 99% AdobeRGB, 100% sRGB, 100% DCI-P3, chứng chỉ màn bảo vệ mắt Eyesafe® Certified 2.0, DisplayHDR™ True Black 1000",1TB PCIe® 4.0 x4 NVME 2242 M.2 SSD
https://sazo.vn/products/legion-5-2025-r7000-25k-ryzen-7-h-255-16gb-ram-512gb-ssd-rtx-5060,Legion 5 2025 R7000 2.5K (Ryzen 7 H 255| 16GB RAM| 512GB SSD| RTX 5060),"27,690,000₫",Lenovo,,,2025-08-01 18:51:32,"Full size, có led phím",12 tháng,"AMD Ryzen 7 H 255 (8 nhân 16 luồng, xung nhịp cơ bản 3.8GHz có thể đạt tới 4.9GHz đơn nhân với turbo boost, 8MB L2 Cache, 16MB L3 Cache, default TDP 45W)",HD camera,Intel® Graphics + NVIDIA® GeForce RTX 5060 Laptop GPU 8GB GDDR7 115W,Nhựa Cao Cấp,"2x cổng USB-A 3.2 Gen 1 (5Gbps);, 1x cổng USB-A 3.2 Gen 2 (5Gbps + 5V/2A);, 1x cổng USB-C (USB 10Gbps + iGPU DP 1.4),, 1x cổng USB-C 3.2 Gen 2 (10Gbps + dGPU DP 2.1 + 140W PD 3.0);, 1x HDMI 2.1 (40Gbps),, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x công tắc E-camera,, 1x cổng LAN",Windows 11 Home,>25mm,Wifi 6 + Bluetooth 5.3,60wh,16GB DDR5-5600MHz(hỗ trợ nâng cấp),245W,~2 kg,"Mới 100% - FullBox, nhập khẩu","15.3"" 2.5K (2560x1600) IPS, không cảm ứng, độ sáng 400nits, độ phủ màu 100% sRGB, tần số quét 180Hz, độ phản hồi 3ms, FreeSync premium, NVIDIA® G-SYNC®, DC dimmer",512GB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/legion-5-2025-y7000-fhd-i7-13650hx-24gb-ram-1tb-ssd-rtx-5060,Legion 5 2025 Y7000 FHD (I7-13650HX| 24GB RAM| 1TB SSD| RTX 5060),"28,900,000₫",Lenovo,,,2025-08-01 18:51:34,"Full size, có led phím",12 tháng,"Intel Core i7-13650HX (14 nhân 20 luồng, xung nhịp có thể đạt tới 4.9GHz đơn nhân với turbo boost, 24MB Cache, default TDP 55W)",HD camera,Intel® Graphics + NVIDIA® GeForce RTX 5060 Laptop GPU 8GB GDDR7 115W,Nhựa Cao Cấp,"2x cổng USB-A 3.2 Gen 1 (5Gbps);, 1x cổng USB-A 3.2 Gen 2 (5Gbps + 5V/2A);, 1x cổng USB-C (USB 10Gbps + iGPU DP 1.4),, 1x cổng USB-C 3.2 Gen 2 (10Gbps + dGPU DP 2.1 + 140W PD 3.0);, 1x HDMI 2.1 (40Gbps),, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x công tắc E-camera,, 1x cổng LAN",Windows 11 Home,>25mm,Wifi 7 + Bluetooth 5.4,60wh,24GB DDR5 (hỗ trợ nâng cấp),230W,~2 kg,"Mới 100% - FullBox, nhập khẩu","15.3″ FHD (1920×1200) IPS, 300nits, màn nhám, 165Hz, 100%sRGB, DC dimmer",1TB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/legion-5-2025-y7000-25k-i7-14650hx-1624gb-ram-512gb-ssd-rtx-5060,Legion 5 2025 Y7000 2.5K (I7-14650HX| 16/24GB RAM| 512GB SSD| RTX 5060),"29,290,000₫",Lenovo,,,2025-08-01 18:51:35,"Full size, có led phím",12 tháng,"Intel Core i7 14650HX (16 nhân 24 luồng, xung nhịp có thể đạt tối đa 5.2GHz với Turbo boost, 30MB Intel® Smart Cache)",HD camera,Intel® Graphics + NVIDIA® GeForce RTX 5060 Laptop GPU 8GB GDDR7 115W,Nhựa Cao Cấp,"2x cổng USB-A 3.2 Gen 1 (5Gbps);, 1x cổng USB-A 3.2 Gen 2 (5Gbps + 5V/2A);, 1x cổng USB-C (USB 10Gbps + iGPU DP 1.4),, 1x cổng USB-C 3.2 Gen 2 (10Gbps + dGPU DP 2.1 + 140W PD 3.0);, 1x HDMI 2.1 (40Gbps),, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x công tắc E-camera,, 1x cổng LAN",Windows 11 Home,>25mm,Wifi 7 + Bluetooth 5.4,60wh,16/24GB DDR5-5600MHz(hỗ trợ nâng cấp),245W,~2 kg,"Mới 100% - FullBox, nhập khẩu","15.3"" 2.5K (2560x1600) IPS, không cảm ứng, độ sáng 400nits, độ phủ màu 100% sRGB, tần số quét 180Hz, độ phản hồi 3ms, NVIDIA® G-SYNC®, DC dimmer",512GB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/legion-5-2025-r7000p-r9-8940hx-16gb-ram-1tb-ssd-rtx-5060,Legion 5 2025 R7000P (R9-8940HX| 16GB RAM| 1TB SSD| RTX 5060),"30,400,000₫",Lenovo,,,2025-08-01 18:51:37,"Full size, có led phím",12 tháng,"AMD Ryzen 9 8940HX (16 nhân 32 luồng, xung nhịp cơ bản 2.5GHz có thể đạt tới 5.3GHz đơn nhân với turbo boost, 16MB L2 Cache, 64MB L3 Cache, default TDP 55W)",HD camera,Intel® Graphics + NVIDIA® GeForce RTX 5060 Laptop GPU 8GB GDDR7 115W,Kim loại,"2x cổng USB-A 3.2 Gen 1 (5Gbps);, 1x cổng USB-A 3.2 Gen 2 (10Gbps);, 1x cổng USB-C (USB 10Gbps + iGPU DP 2.1),, 1x cổng USB-C 3.2 Gen 2 (10Gbps + dGPU DP 2.1 + 140W PD 3.0);, 1x HDMI 2.1 (48Gbps),, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x công tắc E-camera,, 1x cổng LAN",Windows 11 Home,>25mm,Wifi 7 + Bluetooth 5.4,80wh,16GB DDR5-5600MHz(nhận 5200MHz)(hỗ trợ nâng cấp),245W,~2.5 kg,"Mới 100% - FullBox, nhập khẩu","16"" 2.5K (2560x1600) IPS, không cảm ứng, độ sáng 500nits, độ phủ màu 100% DCI-P3, 10bit color, tỷ lệ khung hình 16:10, tần số quét 240Hz, độ phản hồi 3ms, DisplayHDR™ 400, Dolby Vision®, NVIDIA® G-SYNC®, FreeSync Premium",1TB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/legion-5-2025-r7000p-r9-8945hx-16gb-ram-1tb-ssd-rtx-50605070,Legion 5 2025 R7000P (R9-8945HX| 16GB RAM| 1TB SSD| RTX 5060/5070),"30,900,000₫",Lenovo,,,2025-08-01 18:51:39,"Full size, có led phím",12 tháng,"AMD Ryzen 9 8945HX (16 nhân 32 luồng, xung nhịp cơ bản 2.5GHz có thể đạt tới 5.4GHz đơn nhân với turbo boost, 16MB L2 Cache, 64MB L3 Cache, default TDP 55W)",HD camera,"Intel® Graphics + NVIDIA® GeForce RTX 5060 Laptop GPU 8GB GDDR7 115W, Intel® Graphics + NVIDIA® GeForce RTX 5070 Laptop GPU 8GB GDDR7 115W",Kim loại,"2x cổng USB-A 3.2 Gen 1 (5Gbps);, 1x cổng USB-A 3.2 Gen 2 (10Gbps);, 1x cổng USB-C (USB 10Gbps + iGPU DP 2.1),, 1x cổng USB-C 3.2 Gen 2 (10Gbps + dGPU DP 2.1 + 140W PD 3.0);, 1x HDMI 2.1 (48Gbps),, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x công tắc E-camera,, 1x cổng LAN",Windows 11 Home,>25mm,Wifi 7 + Bluetooth 5.4,80wh,16GB DDR5-5600MHz(nhận 5200MHz)(hỗ trợ nâng cấp),245W,~2.5 kg,"Mới 100% - FullBox, nhập khẩu","16"" 2.5K (2560x1600) IPS, không cảm ứng, độ sáng 500nits, độ phủ màu 100% DCI-P3, 10bit color, tỷ lệ khung hình 16:10, tần số quét 240Hz, độ phản hồi 3ms, DisplayHDR™ 400, Dolby Vision®, NVIDIA® G-SYNC®, FreeSync Premium",1TB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/legion-5-2025-y7000p-i7-14650hx-16gb-ram-1tb-ssd-rtx-5060,Legion 5 2025 Y7000P (I7-14650HX| 16GB RAM| 1TB SSD| RTX 5060),"33,790,000₫",Lenovo,,,2025-08-01 18:51:44,"Full size, có led phím",12 tháng,"Intel Core i7 14650HX (16 nhân 24 luồng, xung nhịp có thể đạt tối đa 5.2GHz với Turbo boost, 30MB Intel® Smart Cache)",,Intel® Graphics + NVIDIA® GeForce RTX 5060 Laptop GPU 8GB GDDR7 115W,Kim loại,,Windows 11 Home,,,80wh,16GB DDR5,,,"Mới 100% - FullBox, nhập khẩu","16"" 2.5K (2560x1600) IPS, không cảm ứng, độ sáng 500nits, độ phủ màu 100% DCI-P3, tỷ lệ khung hình 16:10, tần số quét 240Hz, độ phản hồi 3ms",1TB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/legion-5-2025-y7000p-i9-14900hx-16gb-ram-1tb-ssd-rtx-50605070,Legion 5 2025 Y7000P (I9-14900HX| 16GB RAM| 1TB SSD| RTX 5060/5070),"34,190,000₫",Lenovo,,,2025-08-01 18:51:45,"Full size, có led phím",12 tháng,"Intel Core i9 14900HX (24 nhân 32 luồng, xung nhịp có thể đạt tới 5.8GHz với turbo boost, 36MB Intel® Smart Cache)",,"Intel® Graphics + NVIDIA® GeForce RTX 5060 Laptop GPU 8GB GDDR7 115W, Intel® Graphics + NVIDIA® GeForce RTX 5070 Laptop GPU 8GB GDDR7 115W",Kim loại,,Windows 11 Home,,,80wh,16GB DDR5,,,"Mới 100% - FullBox, nhập khẩu","16"" 2.5K (2560x1600) IPS, không cảm ứng, độ sáng 500nits, độ phủ màu 100% DCI-P3, tỷ lệ khung hình 16:10, tần số quét 240Hz, độ phản hồi 3ms",1TB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/legion-pro-5-2025-r9000p-whiter9-8945hx-32gb-ram-1tb-ssd-rtx-50605070,Legion Pro 5 2025 R9000P (White)(R9-8945HX| 32GB RAM| 1TB SSD| RTX 5060/5070),"36,400,000₫",Lenovo,,,2025-08-01 18:51:47,"Full size, có led phím",12 tháng,"AMD Ryzen 9 8945HX (16 nhân 32 luồng, xung nhịp cơ bản 2.5GHz có thể đạt tới 5.4GHz đơn nhân với turbo boost, 16MB L2 Cache, 64MB L3 Cache, default TDP 55W-120w)",HD camera,"Intel® Graphics + NVIDIA® GeForce RTX 5060 Laptop GPU 8GB GDDR7 115W, Intel® Graphics + NVIDIA® GeForce RTX 5070 Laptop GPU 8GB GDDR7 115W",Kim loại,"2x cổng USB-A 3.2 Gen 1 (5Gbps);, 1x cổng USB-A 3.2 Gen 2 (10Gbps);, 1x cổng USB-C (USB 10Gbps + iGPU DP 2.1),, 1x cổng USB-C 3.2 Gen 2 (10Gbps + dGPU DP 2.1 + 140W PD 3.0);, 1x HDMI 2.1 (48Gbps),, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x công tắc E-camera,, 1x cổng LAN",Windows 11 Home,36.4 x 27.5 x 2.19-2.66 cm,Wifi 7 + Bluetooth 5.4,80wh,32GB(16+16) DDR5-5600MHz(nhận 5200MHz)(hỗ trợ nâng cấp),300W,~2.57 kg,"Mới 100% - FullBox, nhập khẩu","16"" 2.5K (2560x1600) IPS, không cảm ứng, độ sáng 500nits, độ phủ màu 100% DCI-P3, 10bit color, tỷ lệ khung hình 16:10, tần số quét 240Hz, độ phản hồi 3ms, DisplayHDR™ 400, Dolby Vision®, NVIDIA® G-SYNC®, FreeSync Premium",1TB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/legion-pro-5-2025-r9000p-blackr9-8945hx-32gb-ram-1tb-ssd-rtx-50605070,Legion Pro 5 2025 R9000P (Black)(R9-8945HX| 32GB RAM| 1TB SSD| RTX 5060/5070),"34,700,000₫",Lenovo,,,2025-08-01 18:51:49,"Full size, có led phím",12 tháng,"AMD Ryzen 9 8945HX (16 nhân 32 luồng, xung nhịp cơ bản 2.5GHz có thể đạt tới 5.4GHz đơn nhân với turbo boost, 16MB L2 Cache, 64MB L3 Cache, default TDP 55W-120w)",HD camera,"Intel® Graphics + NVIDIA® GeForce RTX 5060 Laptop GPU 8GB GDDR7 115W, Intel® Graphics + NVIDIA® GeForce RTX 5070 Laptop GPU 8GB GDDR7 115W",Kim loại,"2x cổng USB-A 3.2 Gen 1 (5Gbps);, 1x cổng USB-A 3.2 Gen 2 (10Gbps);, 1x cổng USB-C (USB 10Gbps + iGPU DP 2.1),, 1x cổng USB-C 3.2 Gen 2 (10Gbps + dGPU DP 2.1 + 140W PD 3.0);, 1x HDMI 2.1 (48Gbps),, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x công tắc E-camera,, 1x cổng LAN",Windows 11 Home,36.4 x 27.5 x 2.19-2.66 cm,Wifi 7 + Bluetooth 5.4,80wh,32GB(16+16) DDR5-5600MHz(nhận 5200MHz)(hỗ trợ nâng cấp),300W,~2.57 kg,"Mới 100% - FullBox, nhập khẩu","16"" 2.5K (2560x1600) IPS, không cảm ứng, độ sáng 500nits, độ phủ màu 100% DCI-P3, 10bit color, tỷ lệ khung hình 16:10, tần số quét 240Hz, độ phản hồi 3ms, DisplayHDR™ 400, Dolby Vision®, NVIDIA® G-SYNC®, FreeSync Premium",1TB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/legion-pro-5-2025-y9000p-whiteultra-9-275hx-32gb-ram-1tb-ssd-rtx-50605070,Legion Pro 5 2025 Y9000P (White)(Ultra 9-275HX| 32GB RAM| 1TB SSD| RTX 5060/5070),"46,900,000₫",Lenovo,,,2025-08-01 18:51:51,"Full size, có led phím",12 tháng,"Intel Core Ultra 9 275HX (24 nhân (gồm 8 nhân P và 16 nhân E) 24 luồng, xung nhịp cơ bản từ 2.1GHz có thể đạt max với turbo boost lên tới 5.4GHz, 36MB Cache)",HD camera,"Intel® Graphics + NVIDIA® GeForce RTX 5060 Laptop GPU 8GB GDDR7 115W, Intel® Graphics + NVIDIA® GeForce RTX 5070 Laptop GPU 8GB GDDR7 115W",Kim loại,"2x cổng USB-A 3.2 Gen 1 (5Gbps);, 1x cổng USB-A 3.2 Gen 2 (10Gbps);, 1x cổng Thunderbolt 4 (USB4 40Gbps + iGPU DP 2.1),, 1x cổng USB-C 3.2 Gen 2 (10Gbps + dGPU DP 2.1 + 140W PD 3.0);, 1x HDMI 2.1 (48Gbps),, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x công tắc E-camera,, 1x cổng LAN",Windows 11 Home,36.4 x 27.5 x 2.19-2.66 cm,Wifi 7 + Bluetooth 5.4,80wh,32GB(16+16) DDR5-6400MHz (hỗ trợ nâng cấp),300W,~2.57 kg,"Mới 100% - FullBox, nhập khẩu","16"" 2.5K (2560x1600) OLED, không cảm ứng, độ sáng 1100nits, độ phủ màu 100% DCI-P3, tỷ lệ tương phản 1000,000:1, tỷ lệ khung hình 16:10, tần số quét 240Hz, độ phản hồi 0.08ms, DisplayHDR™ True Black 1000, Dolby Vision®, NVIDIA® G-SYNC®",1TB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/legion-pro-5-2025-y9000p-blackultra-9-275hx-32gb-ram-1tb-ssd-rtx-50605070,Legion Pro 5 2025 Y9000P (Black)(Ultra 9-275HX| 32GB RAM| 1TB SSD| RTX 5060/5070),"42,600,000₫",Lenovo,,,2025-08-01 18:51:50,"Full size, có led phím",12 tháng,"Intel Core Ultra 9 275HX (24 nhân (gồm 8 nhân P và 16 nhân E) 24 luồng, xung nhịp cơ bản từ 2.1GHz có thể đạt max với turbo boost lên tới 5.4GHz, 36MB Cache)",HD camera,"Intel® Graphics + NVIDIA® GeForce RTX 5060 Laptop GPU 8GB GDDR7 115W, Intel® Graphics + NVIDIA® GeForce RTX 5070 Laptop GPU 8GB GDDR7 115W",Kim loại,"2x cổng USB-A 3.2 Gen 1 (5Gbps);, 1x cổng USB-A 3.2 Gen 2 (10Gbps);, 1x cổng Thunderbolt 4 (USB4 40Gbps + iGPU DP 2.1),, 1x cổng USB-C 3.2 Gen 2 (10Gbps + dGPU DP 2.1 + 140W PD 3.0);, 1x HDMI 2.1 (48Gbps),, 1x cổng cắm sạc chân slim,, 1x jack tai nghe 3.5mm,, 1x công tắc E-camera,, 1x cổng LAN",Windows 11 Home,36.4 x 27.5 x 2.19-2.66 cm,Wifi 7 + Bluetooth 5.4,80wh,32GB(16+16) DDR5-6400MHz (hỗ trợ nâng cấp),300W,~2.57 kg,"Mới 100% - FullBox, nhập khẩu","16"" 2.5K (2560x1600) OLED, không cảm ứng, độ sáng 1100nits, độ phủ màu 100% DCI-P3, tỷ lệ tương phản 1000,000:1, tỷ lệ khung hình 16:10, tần số quét 240Hz, độ phản hồi 0.08ms, DisplayHDR™ True Black 1000, Dolby Vision®, NVIDIA® G-SYNC®",1TB PCIe® 4.0 x4 NVME SSD
https://sazo.vn/products/thinkpad-t14p-ai-2025-ultra-5-225h-32gb-ram-1tb-ssd,ThinkPad T14P AI 2025 (Ultra 5-225H| 32GB RAM| 1TB SSD),"28,500,000₫",Lenovo,,,2025-08-01 18:51:52,Đèn nền trắng,12 tháng,"Intel Core Ultra 5-225H (14 nhân 14 luồng, xung nhịp tối đa với Turbo Boost tới 4.9GHz, 18 MB Cache)",FullHD IR camera,Intel® Arc™ 130T (onboard),Nhôm,"2x USB-C® Thunderbolt™ 4, 2x USB-A 3.2 Gen 1, 1x HDMI® 2.1, 1x Headphone / mic combo, 1x RJ45",Windows 11 Home,325.5 x 227.6 x 17.7 mm,Wifi 7 + Bluetooth 5.4,75wh,32GB(16+16) DDR5-5600MHz (có thể nâng cấp được),65W,~1.56 kg,"Mới 100% - FullBox, nhập khẩu","14.5"" (3k) IPS, 500nit, 120Hz, 100% DCI-P3, Eyesafe®-certified low blue light, ΔE<1",1TB PCIe® Gen4 NVMe™ TLC M.2 SSD
